Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction_satisfied
50,689,4,3,4,4,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,1050,4,1,4,0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20,2565,4,4,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30,1445,5,2,5,19,16.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,2342,3,3,3,0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
34,266,2,3,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,588,5,3,5,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
25,358,4,4,4,16,15.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
29,1464,4,1,4,9,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
29,846,1,3,1,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,137,1,3,1,57,55.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,1353,3,3,3,3,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
19,440,1,4,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
40,327,5,5,5,5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
34,1112,5,4,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
16,181,2,4,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
24,838,2,4,2,18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17,223,4,4,4,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
34,1609,4,4,4,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
25,231,4,3,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32,301,1,4,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
32,707,3,2,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,563,3,2,3,0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23,436,2,5,2,17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
48,919,5,5,5,0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
22,946,4,3,4,8,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,644,3,3,3,6,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20,390,1,5,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
50,1190,5,3,5,0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37,404,1,5,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
30,1500,3,4,3,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
36,937,1,5,1,69,47.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
23,547,4,5,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
48,983,2,4,2,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
40,955,4,3,4,26,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,1052,2,5,2,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26,946,2,3,2,5,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
36,447,4,3,4,13,46.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
31,1849,3,5,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25,762,1,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37,223,5,4,5,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
21,247,4,5,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14,516,2,3,2,0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,679,3,5,3,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
25,373,4,2,4,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,602,2,5,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23,414,1,4,1,6,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
40,306,5,5,3,187,188.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
25,551,2,3,2,95,85.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,332,2,5,2,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
25,1012,2,5,2,12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
40,141,2,3,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
21,221,5,2,5,9,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
22,1009,1,5,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
28,550,2,5,2,43,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,1598,4,3,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
21,427,2,4,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26,489,2,4,2,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,1171,2,5,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
42,1587,4,5,4,2,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
26,125,5,3,5,35,28.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
74,577,5,4,5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37,936,3,3,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,785,4,4,4,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
40,692,4,3,4,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
36,398,1,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
44,1107,3,5,3,13,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
37,2288,5,4,5,3,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
42,280,2,3,2,85,85.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
26,338,3,5,3,4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
43,645,4,4,4,21,13.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30,86,5,3,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
33,4817,2,3,1,9,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,190,4,4,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
35,874,1,4,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
25,1142,1,4,1,4,8.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
22,544,4,2,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26,547,3,4,3,38,29.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
22,1062,3,4,3,66,39.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
24,333,5,5,5,3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
59,236,4,4,4,14,24.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23,1121,1,4,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
25,602,5,5,5,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
38,391,3,3,3,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,298,5,4,5,4,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30,191,3,3,3,19,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
36,577,2,3,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
17,1009,2,4,2,17,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
37,205,1,4,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
49,1337,3,4,3,13,64.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
55,192,5,2,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
47,157,4,4,4,45,48.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
41,224,1,5,2,262,256.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
25,987,1,5,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
32,271,3,4,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
38,337,5,4,5,18,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
25,258,4,5,4,4,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
28,436,1,4,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
42,2556,3,5,3,25,27.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
25,569,2,4,2,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
39,159,4,4,4,40,44.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
26,1199,4,3,4,0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
33,143,5,5,5,0,31.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
22,679,3,5,3,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
27,417,3,3,3,37,35.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
42,447,3,3,3,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39,458,4,3,4,116,122.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25,403,5,3,5,15,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
39,867,2,4,2,13,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
35,1448,4,3,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32,272,4,5,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34,463,1,2,1,5,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,792,5,3,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
14,1197,3,4,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25,602,5,5,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
23,1215,1,5,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
43,693,4,3,4,126,117.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
37,1204,3,3,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,1262,3,4,3,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
44,1127,4,4,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,900,3,5,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34,1107,3,2,3,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
27,1075,4,4,4,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
16,651,4,5,5,192,185.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
41,1744,4,3,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18,569,2,4,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
17,1504,5,1,5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
35,342,3,5,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27,987,5,1,5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
17,409,3,3,3,87,78.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,569,3,3,3,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
29,853,3,4,3,5,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,1197,4,4,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
29,1180,4,4,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25,1416,1,4,1,86,96.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
39,258,5,3,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
38,854,3,3,3,11,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,1167,2,4,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41,328,3,5,3,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23,843,5,5,4,134,120.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23,1562,5,2,5,14,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
36,228,3,4,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,236,1,4,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
27,862,2,5,2,8,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
58,296,1,3,1,43,46.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
26,605,5,3,5,3,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30,101,4,4,4,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,431,1,4,5,103,242.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27,946,4,3,4,9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,1389,5,5,5,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
18,643,1,1,1,53,46.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32,667,4,4,4,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20,327,3,5,3,16,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
22,545,4,4,4,1,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
26,282,1,5,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
34,789,5,5,5,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
24,1034,4,5,4,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
21,588,2,4,2,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
48,773,2,4,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23,147,5,5,5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
25,67,3,4,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
45,460,3,3,3,0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
62,462,1,5,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
22,229,2,3,2,37,37.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
35,909,5,4,5,0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
39,597,2,5,2,9,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25,1035,5,5,5,56,109.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
28,731,3,3,3,83,95.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
16,234,2,4,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25,920,4,4,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
21,283,3,5,3,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
19,483,5,4,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
35,2704,3,4,4,0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,1056,4,2,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
54,189,2,4,2,84,73.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,804,5,4,5,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
22,529,5,3,5,31,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
22,814,4,4,4,47,39.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
45,987,5,5,5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,591,2,5,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
29,469,4,5,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
28,1045,1,4,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
30,2358,3,4,3,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
25,526,5,5,5,0,16.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
23,576,4,3,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
28,1235,2,5,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
25,581,4,4,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27,590,3,4,3,15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
43,162,2,1,2,80,75.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
38,637,1,2,1,17,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,1111,1,5,1,86,84.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
30,100,2,3,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,143,1,3,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
51,628,3,5,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,281,1,4,1,0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
44,209,4,2,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
47,772,2,5,2,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
22,304,5,3,5,5,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30,737,2,1,2,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,1005,5,4,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23,992,5,4,5,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
22,1085,1,4,4,131,152.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
37,308,3,4,3,14,24.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
37,157,4,2,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,1288,5,3,5,7,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
56,1204,4,1,4,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29,1081,4,1,4,17,24.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
25,834,2,4,2,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
18,627,1,5,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
40,300,1,4,1,0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
27,908,4,4,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
21,1322,5,3,5,40,34.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
22,361,1,4,1,29,30.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
21,341,4,4,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,672,3,4,3,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
44,894,2,3,2,17,20.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
25,854,5,3,5,2,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
54,1062,2,3,2,0,19.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
22,235,4,3,4,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
47,469,1,4,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
28,1044,2,5,2,0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
25,763,1,3,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
25,235,4,5,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
9,1990,4,2,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,502,2,4,2,0,13.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
29,761,5,4,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
58,277,5,4,5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
23,453,2,4,2,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
13,969,4,3,4,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
38,1076,1,3,1,40,33.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
17,972,1,4,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23,1127,2,5,2,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,731,4,5,4,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
21,362,4,4,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,2288,4,4,4,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
62,408,1,4,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
24,489,4,3,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23,813,3,4,3,2,9.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
23,258,2,3,2,0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27,284,1,1,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
34,781,4,5,4,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
39,600,5,4,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
13,740,1,3,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25,547,3,5,3,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
26,1009,2,3,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30,763,2,3,2,45,41.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,862,4,3,4,81,46.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
47,483,3,2,3,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
56,164,3,3,3,54,49.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
37,1788,3,3,3,12,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,272,3,5,3,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
32,746,2,3,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
48,670,2,2,2,8,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
38,1180,5,5,5,19,17.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
38,508,5,5,5,17,28.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
25,101,1,2,1,0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
28,1618,2,5,2,2,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
22,533,4,4,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25,867,1,4,1,5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
62,1272,4,2,4,13,26.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
72,387,4,3,4,5,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
20,438,5,4,5,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,679,4,5,4,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
69,666,4,2,4,7,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
21,282,1,4,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39,414,2,4,2,20,11.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
64,321,4,4,4,13,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,285,3,4,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
32,261,3,3,3,7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
30,696,2,5,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
21,1066,1,2,1,28,16.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
26,548,5,3,5,0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30,1546,2,5,2,3,31.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
35,1121,3,3,3,53,30.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
26,1372,2,3,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
9,601,5,5,5,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
40,413,5,2,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
34,302,1,3,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,607,5,3,2,142,145.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
29,925,4,5,4,21,25.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
28,746,1,5,1,8,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
45,622,3,3,3,75,69.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
26,738,3,4,3,0,13.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
26,785,3,3,3,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
25,997,1,4,1,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
36,223,4,5,4,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
29,748,4,4,4,35,35.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
27,1337,2,4,2,23,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
22,175,3,5,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
23,677,4,5,4,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
57,689,4,3,4,114,93.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
47,993,5,3,5,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
21,130,3,5,3,15,18.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
22,633,5,4,5,34,20.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
24,1506,3,4,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
34,762,5,4,5,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
22,164,2,4,2,97,85.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,309,4,4,4,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,236,2,4,2,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
22,749,4,3,4,0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41,641,3,4,3,21,13.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
24,562,5,5,5,96,95.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
32,342,2,4,2,72,71.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
29,1399,1,3,1,0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15,634,4,3,4,34,39.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
30,819,2,5,2,12,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
27,1056,3,3,3,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40,247,3,4,3,34,31.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
20,717,4,5,2,0,29.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
27,328,5,5,3,171,159.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
19,971,3,3,3,29,31.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
27,859,5,2,5,79,76.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
34,577,2,4,2,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
